City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
590,Gerash,27.6652,54.1371,66.34,13,0,6.24,IR,2022-04-12 00:17:31
591,Novyy Rogachik,48.6768,44.0608,50.81,73,3,10.31,RU,2022-04-12 00:17:32
592,Ceres,37.5949,-120.9577,62.37,32,20,25.32,US,2022-04-12 00:17:32
593,Isla Mujeres,21.2311,-86.731,80.65,79,75,17.4,MX,2022-04-12 00:17:31
594,Padang,-0.9492,100.3543,75.25,85,90,3.33,ID,2022-04-12 00:08:48
595,Jeremie,18.65,-74.1167,77.92,83,32,12.84,HT,2022-04-12 00:09:14
596,Surt,31.2089,16.5887,58.33,68,32,13.24,LY,2022-04-12 00:09:16
597,Kinshasa,-4.3246,15.3215,71.71,95,92,1.43,CD,2022-04-12 00:17:34
598,Coihaique,-45.5752,-72.0662,44.55,65,20,3.44,CL,2022-04-12 00:08:56
599,Kusa,55.3383,59.4406,34.09,96,88,3.49,RU,2022-04-12 00:17:34
600,Copiapo,-27.3667,-70.3333,61.95,68,0,3.53,CL,2022-04-12 00:17:34
601,Kita,13.0349,-9.4895,93.9,18,80,2.19,ML,2022-04-12 00:17:35
602,Palasa,18.7667,84.4167,76.46,92,36,8.34,IN,2022-04-12 00:17:36
603,Harrisburg,40.2737,-76.8844,60.94,42,20,11.5,US,2022-04-12 00:14:28
604,Qostanay,53.1667,63.5833,44.89,57,0,8.95,KZ,2022-04-12 00:17:36
605,Puerto Madryn,-42.7692,-65.0385,58.19,53,80,22.17,AR,2022-04-12 00:02:58
606,Cavalcante,-13.7975,-47.4583,74.8,66,78,1.41,BR,2022-04-12 00:17:37
607,Srostki,52.4189,85.7022,31.66,75,12,6.13,RU,2022-04-12 00:17:37
608,Belize,17.25,-88.75,86.32,78,69,6.46,BZ,2022-04-12 00:17:38
609,Kontagora,10.3999,5.4695,85.8,43,76,8.59,NG,2022-04-12 00:17:38
610,Leh,34.1667,77.5833,31.3,56,100,4.38,IN,2022-04-12 00:09:32
611,Nea Malgara,40.6094,22.6817,50.43,68,1,6.89,GR,2022-04-12 00:17:39
612,Lucapa,-8.4192,20.7447,65.89,89,96,3.36,AO,2022-04-12 00:17:39
613,Catamarca,-28.4696,-65.7852,67.77,74,22,5.39,AR,2022-04-12 00:08:56
614,Chitrakonda,18.1167,82.0833,74.3,67,71,2.3,IN,2022-04-12 00:17:40
615,Soure,-0.7167,-48.5233,78.58,86,97,5.46,BR,2022-04-12 00:15:51
616,Kankon,15.0167,74.0167,82.2,84,99,0.58,IN,2022-04-12 00:17:41
617,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.5,98,99,1.43,BR,2022-04-12 00:10:20
618,Dhule,20.9,74.7833,84.51,27,95,5.12,IN,2022-04-12 00:17:41
619,Rock Sound,24.9,-76.2,72.52,64,0,20.98,BS,2022-04-12 00:17:42
620,Storforshei,66.4043,14.5233,29.66,79,84,4.61,NO,2022-04-12 00:17:42
621,Gornopravdinsk,60.05,69.9,26.74,98,70,4.32,RU,2022-04-12 00:10:21
622,Manavalakurichi,8.1333,77.3,78.96,82,100,3.04,IN,2022-04-12 00:12:34
623,La Romana,18.4273,-68.9728,77.36,78,20,4.61,DO,2022-04-12 00:17:43
624,Vila Do Maio,15.1333,-23.2167,70.59,79,68,16.06,CV,2022-04-12 00:17:44
625,Methoni,36.8197,21.7049,54.21,64,1,2.82,GR,2022-04-12 00:17:44
626,Santa Vitoria,-18.8386,-50.1214,74.08,78,24,3.0,BR,2022-04-12 00:17:45
627,Arroio Grande,-32.2375,-53.0869,68.22,91,92,3.98,BR,2022-04-12 00:17:45
628,Milan,45.4643,9.1895,52.25,42,0,4.0,IT,2022-04-12 00:17:46
629,Mastung,29.7994,66.845,64.6,21,30,0.29,PK,2022-04-12 00:17:46
630,Kalabo,-14.97,22.6814,66.81,92,99,5.19,ZM,2022-04-12 00:17:47
631,Gidam,18.9833,81.4,75.76,59,100,2.91,IN,2022-04-12 00:17:47
632,Almeirim,-1.5233,-52.5817,75.27,95,100,2.46,BR,2022-04-12 00:17:48
633,Cabrobo,-8.5142,-39.31,78.75,68,53,12.93,BR,2022-04-12 00:17:48
634,Balykshi,47.0667,51.8667,48.2,87,1,8.95,KZ,2022-04-12 00:17:49
635,Korgen,66.0771,13.8153,30.18,95,95,2.57,NO,2022-04-12 00:17:49
636,Los Algarrobos,8.5,-82.4333,82.81,70,20,4.61,PA,2022-04-12 00:16:08
637,Ericeira,38.9627,-9.4156,57.78,91,100,13.09,PT,2022-04-12 00:17:50
638,Vranjska Banja,42.555,21.9922,32.49,72,1,3.74,RS,2022-04-12 00:17:50
639,Malatya,38.5,38.0,41.05,76,75,11.5,TR,2022-04-12 00:10:12
640,Kabale,-1.2486,29.9899,56.19,88,95,2.13,UG,2022-04-12 00:17:51
641,Pelileo,-1.3167,-78.5333,58.37,42,98,3.87,EC,2022-04-12 00:17:52
642,Foix,42.8333,1.5833,45.77,74,96,8.88,FR,2022-04-12 00:17:52
643,Sakakah,29.9697,40.2064,70.07,25,38,15.12,SA,2022-04-12 00:08:42
644,Tahoua,14.8888,5.2692,91.67,18,57,1.97,NE,2022-04-12 00:17:52
645,Ous,60.9058,61.5186,31.37,97,20,5.1,RU,2022-04-12 00:17:53
646,Harbour Breton,47.4833,-55.7983,37.92,73,100,21.23,CA,2022-04-12 00:17:53
647,El Alto,-4.2714,-81.2147,69.78,80,53,15.46,PE,2022-04-12 00:17:54
648,Mutare,-18.9707,32.6709,61.09,98,91,0.63,ZW,2022-04-12 00:17:54
649,Thurso,58.5927,-3.5259,43.05,87,100,27.94,GB,2022-04-12 00:17:55
650,Mezen,65.8522,44.24,33.1,96,98,6.82,RU,2022-04-12 00:17:55
651,Manaus,-3.1019,-60.025,82.89,83,75,5.75,BR,2022-04-12 00:17:56
652,Champua,22.0833,85.6667,75.87,58,49,2.48,IN,2022-04-12 00:17:57
653,Akhmim,26.5622,31.745,68.25,44,2,17.2,EG,2022-04-12 00:17:57
654,Hopkinsville,36.8656,-87.4886,60.03,95,100,1.01,US,2022-04-12 00:13:55
655,Preili,56.2944,26.7246,34.27,98,53,5.23,LV,2022-04-12 00:17:58
656,Nuristan,35.3,70.8333,34.02,66,71,8.25,AF,2022-04-12 00:15:17
657,Moju,-1.8839,-48.7689,73.4,99,94,2.24,BR,2022-04-12 00:17:58
658,Trairi,-3.2778,-39.2689,77.86,85,50,7.18,BR,2022-04-12 00:17:52
659,Mastic Beach,40.7668,-72.8521,47.98,74,0,13.0,US,2022-04-12 00:17:59
660,Salekhard,66.53,66.6019,33.64,100,100,6.69,RU,2022-04-12 00:17:59
661,Mahon,39.8885,4.2658,55.96,88,0,16.11,ES,2022-04-12 00:18:00
662,Timmins,48.4669,-81.3331,39.36,83,91,13.96,CA,2022-04-12 00:14:48
663,Champaign,40.1334,-88.2001,57.99,54,100,5.75,US,2022-04-12 00:18:00
664,Talnakh,69.4865,88.3972,9.21,91,75,9.69,RU,2022-04-12 00:11:10
665,Severodvinsk,64.5635,39.8302,33.91,95,100,6.24,RU,2022-04-12 00:18:01
666,Camocim,-2.9022,-40.8411,77.79,90,97,9.06,BR,2022-04-12 00:12:08
667,Mantua,45.1667,10.7833,48.34,74,97,1.99,IT,2022-04-12 00:10:57
668,Barranca,-10.75,-77.7667,67.28,85,98,9.04,PE,2022-04-12 00:18:02
669,Omboue,-1.5746,9.2618,77.59,91,78,4.41,GA,2022-04-12 00:10:41
670,Koungou,-12.7336,45.2042,78.51,94,0,2.3,YT,2022-04-12 00:18:03
671,Trofors,65.5333,13.4063,15.62,97,40,3.36,NO,2022-04-12 00:18:03
672,Santa Maria,-29.6842,-53.8069,67.75,91,100,3.38,BR,2022-04-12 00:15:29
673,Glinka,54.6404,32.8781,34.79,91,100,6.6,RU,2022-04-12 00:18:04
674,Katete,-0.7818,29.7544,59.18,96,89,3.51,UG,2022-04-12 00:18:05
675,Soma,39.1855,27.6094,39.92,91,59,3.33,TR,2022-04-12 00:18:05
676,Zhanakorgan,43.9098,67.2495,63.63,67,88,8.28,KZ,2022-04-12 00:11:58
677,Karimpur,23.9667,88.6167,79.95,88,41,4.83,IN,2022-04-12 00:18:06
678,Antofagasta,-23.65,-70.4,60.73,86,15,5.79,CL,2022-04-12 00:16:48
679,Morrope,-6.5417,-80.0111,70.12,79,98,16.67,PE,2022-04-12 00:18:07
680,Envira,-7.3,-70.2167,73.49,97,48,2.51,BR,2022-04-12 00:18:07
681,Hualmay,-11.0964,-77.6139,67.73,86,94,10.29,PE,2022-04-12 00:18:08
682,Lamu,-2.2717,40.902,83.82,70,98,14.43,KE,2022-04-12 00:18:08
683,Salalah,17.0151,54.0924,78.89,89,40,1.14,OM,2022-04-12 00:11:24
684,Altayskoye,51.9533,85.3325,32.16,81,13,4.25,RU,2022-04-12 00:18:09
685,Conde,-7.2597,-34.9075,76.06,79,99,6.22,BR,2022-04-12 00:12:08
686,Lumeje,-11.55,20.7833,67.19,80,98,4.97,AO,2022-04-12 00:18:09
687,Puerto Del Rosario,28.5004,-13.8627,65.95,68,20,9.22,ES,2022-04-12 00:08:23
688,Atocha,-20.9333,-66.2333,48.92,15,0,12.62,BO,2022-04-12 00:18:10
689,Cap-Aux-Meules,47.3821,-61.8597,35.65,80,75,14.97,CA,2022-04-12 00:18:10
690,Bidar,17.9,77.55,83.17,37,88,7.31,IN,2022-04-12 00:18:11
691,Yenagoa,4.9247,6.2642,77.0,92,81,2.89,NG,2022-04-12 00:18:11
692,Sabang,5.8933,95.3214,82.15,75,69,8.41,ID,2022-04-12 00:17:09
693,Bunia,1.5667,30.25,62.76,92,99,2.46,CD,2022-04-12 00:18:12
694,Ongandjera,-17.8833,15.0667,69.03,76,77,12.77,NA,2022-04-12 00:18:12
695,Soltsy,58.1239,30.3238,31.19,94,93,3.38,RU,2022-04-12 00:18:13
